id,full_name,first_name,last_name,first_origin,last_origin,first_source_rank,last_source_rank,pair_type,label,rotation
core-00093,Hongyan Chen,Hongyan,Chen,C,C,95,5,C_C,0,0
core-00094,Xiaoyu Cai,Xiaoyu,Cai,C,C,96,42,C_C,0,0
core-00095,Jianxin Long,Jianxin,Long,C,C,97,79,C_C,0,0
core-00096,Guohua Ma,Guohua,Ma,C,C,98,16,C_C,0,0
core-00097,Han Ding,Han,Ding,C,C,99,53,C_C,0,0
core-00098,Jianzhong Mo,Jianzhong,Mo,C,C,100,90,C_C,0,0
core-00099,Chun Wei,Chun,Wei,C,C,101,27,C_C,0,0
core-00100,Zhijun Qiu,Zhijun,Qiu,C,C,102,64,C_C,0,0
core-00101,Wei Lu,Wei,Lu,C,C,2,12,C_C,0,1
core-00102,Yan Su,Yan,Su,C,C,3,49,C_C,0,1
core-00103,Li Wan,Li,Wan,C,C,4,86,C_C,0,1
core-00104,Ying Gao,Ying,Gao,C,C,5,23,C_C,0,1
core-00105,Hui Meng,Hui,Meng,C,C,6,60,C_C,0,1
core-00106,Lei Yi,Lei,Yi,C,C,7,97,C_C,0,1
core-00107,Hong Han,Hong,Han,C,C,8,34,C_C,0,1
core-00108,Yu Qin,Yu,Qin,C,C,9,71,C_C,0,1
core-00109,Min Wu,Min,Wu,C,C,10,8,C_C,0,1
core-00110,Xin Tian,Xin,Tian,C,C,11,45,C_C,0,1
core-00111,Bin Shao,Bin,Shao,C,C,12,82,C_C,0,1
core-00112,Ping Lin,Ping,Lin,C,C,13,19,C_C,0,1
core-00113,Lin Yin,Lin,Yin,C,C,14,56,C_C,0,1
core-00114,Yong Kang,Yong,Kang,C,C,15,93,C_C,0,1
core-00115,Ming Song,Ming,Song,C,C,16,30,C_C,0,1
core-00116,Ling Bai,Ling,Bai,C,C,17,67,C_C,0,1
core-00117,Qing Liu,Qing,Liu,C,C,18,4,C_C,0,1
core-00118,Peng Pan,Peng,Pan,C,C,19,41,C_C,0,1
core-00119,Qiang Xiang,Qiang,Xiang,C,C,20,78,C_C,0,1
core-00120,Yun He,Yun,He,C,C,21,15,C_C,0,1
core-00121,Jin Jin,Jin,Jin,C,C,22,52,C_C,0,1
core-00122,Rong Qu,Rong,Qu,C,C,23,89,C_C,0,1
core-00123,Chao Tang,Chao,Tang,C,C,24,26,C_C,0,1
core-00124,Gang Gu,Gang,Gu,C,C,25,63,C_C,0,1
core-00125,Yue Zhan,Yue,Zhan,C,C,26,100,C_C,0,1
core-00126,Jianhua Ceng,Jianhua,Ceng,C,C,27,37,C_C,0,1
core-00127,Xiaoyan Xue,Xiaoyan,Xue,C,C,28,74,C_C,0,1
core-00128,Na Zhou,Na,Zhou,C,C,29,11,C_C,0,1
core-00129,Liping Ye,Liping,Ye,C,C,30,48,C_C,0,1
core-00130,Mei Guan,Mei,Guan,C,C,31,85,C_C,0,1
core-00131,Ning Luo,Ning,Luo,C,C,32,22,C_C,0,1
core-00132,Zhen Fang,Zhen,Fang,C,C,33,59,C_C,0,1
core-00133,Chen Ge,Chen,Ge,C,C,34,96,C_C,0,1
core-00134,Kai Deng,Kai,Deng,C,C,35,33,C_C,0,1
core-00135,Cheng Xiong,Cheng,Xiong,C,C,36,70,C_C,0,1
core-00136,Xiang Huang,Xiang,Huang,C,C,37,7,C_C,0,1
core-00137,Haiyan Fan,Haiyan,Fan,C,C,38,44,C_C,0,1
core-00138,Jianping Tao,Jianping,Tao,C,C,39,81,C_C,0,1
core-00139,Lihua Hu,Lihua,Hu,C,C,40,18,C_C,0,1
core-00140,Nan Ren,Nan,Ren,C,C,41,55,C_C,0,1
core-00141,Xiaohong Lan,Xiaohong,Lan,C,C,42,92,C_C,0,1
core-00142,Zhiqiang Xie,Zhiqiang,Xie,C,C,43,29,C_C,0,1
core-00143,Lan Xia,Lan,Xia,C,C,44,66,C_C,0,1
core-00144,Kun Zhang,Kun,Zhang,C,C,45,3,C_C,0,1
core-00145,Lijun Yuan,Lijun,Yuan,C,C,46,40,C_C,0,1
core-00146,Xiaoli Duan,Xiaoli,Duan,C,C,47,77,C_C,0,1
core-00147,Jianguo Sun,Jianguo,Sun,C,C,48,14,C_C,0,1
core-00148,Jianjun Zhong,Jianjun,Zhong,C,C,49,51,C_C,0,1
core-00149,Xiaoping Hong,Xiaoping,Hong,C,C,50,88,C_C,0,1
core-00150,Meng Liang,Meng,Liang,C,C,51,25,C_C,0,1
core-00151,Tingting Wen,Tingting,Wen,C,C,52,62,C_C,0,1
core-00152,Lijuan Xing,Lijuan,Xing,C,C,53,99,C_C,0,1
core-00153,Shan Tan,Shan,Tan,C,C,54,36,C_C,0,1
core-00154,Zhi Gong,Zhi,Gong,C,C,55,73,C_C,0,1
core-00155,Xiaoling Zhao,Xiaoling,Zhao,C,C,56,10,C_C,0,1
core-00156,Yuanyuan Fu,Yuanyuan,Fu,C,C,57,47,C_C,0,1
core-00157,Xiaodong Lai,Xiaodong,Lai,C,C,58,84,C_C,0,1
core-00158,Xiaoming Guo,Xiaoming,Guo,C,C,59,21,C_C,0,1
core-00159,Xing Liao,Xing,Liao,C,C,61,58,C_C,0,1
core-00160,Jingjing Bao,Jingjing,Bao,C,C,62,95,C_C,0,1
core-00161,Zhiyong Yan,Zhiyong,Yan,C,C,63,32,C_C,0,1
core-00162,Yanping Zou,Yanping,Zou,C,C,64,69,C_C,0,1
core-00163,Xiaohua Yang,Xiaohua,Yang,C,C,65,6,C_C,0,1
core-00164,Xuan Cheng,Xuan,Cheng,C,C,66,43,C_C,0,1
core-00165,Xiaofeng Mao,Xiaofeng,Mao,C,C,67,80,C_C,0,1
core-00166,Jianming Yu,Jianming,Yu,C,C,68,17,C_C,0,1
core-00167,Weidong Yao,Weidong,Yao,C,C,69,54,C_C,0,1
core-00168,Di Kong,Di,Kong,C,C,70,91,C_C,0,1
core-00169,Huan Shi,Huan,Shi,C,C,71,28,C_C,0,1
core-00170,Xiaojun Jia,Xiaojun,Jia,C,C,72,65,C_C,0,1
core-00171,Shuang Li,Shuang,Li,C,C,73,2,C_C,0,1
core-00172,Qiong Xiao,Qiong,Xiao,C,C,74,39,C_C,0,1
core-00173,Zhigang Lei,Zhigang,Lei,C,C,75,76,C_C,0,1
core-00174,Xiaoying Zhu,Xiaoying,Zhu,C,C,76,13,C_C,0,1
core-00175,Zhiming Du,Zhiming,Du,C,C,77,50,C_C,0,1
core-00176,Jianfeng Qian,Jianfeng,Qian,C,C,78,87,C_C,0,1
core-00177,Xiaomei Zheng,Xiaomei,Zheng,C,C,79,24,C_C,0,1
core-00178,Xiaohui Dai,Xiaohui,Dai,C,C,80,61,C_C,0,1
core-00179,Hongmei Niu,Hongmei,Niu,C,C,81,98,C_C,0,1
core-00180,Zhiwei Cao,Zhiwei,Cao,C,C,82,35,C_C,0,1
core-00181,Xuemei Ji,Xuemei,Ji,C,C,83,72,C_C,0,1
core-00182,Long Xu,Long,Xu,C,C,84,9,C_C,0,1
core-00183,Chunyan Dong,Chunyan,Dong,C,C,85,46,C_C,0,1
core-00184,Weiwei Hao,Weiwei,Hao,C,C,86,83,C_C,0,1
core-00185,Hongwei Jiang,Hongwei,Jiang,C,C,87,20,C_C,0,1
core-00186,Dongmei Cui,Dongmei,Cui,C,C,88,57,C_C,0,1
core-00187,Shu Chang,Shu,Chang,C,C,89,94,C_C,0,1
core-00188,Jinhua Feng,Jinhua,Feng,C,C,90,31,C_C,0,1
core-00189,Zhihua Hou,Zhihua,Hou,C,C,91,68,C_C,0,1
core-00190,Guoqiang Chen,Guoqiang,Chen,C,C,92,5,C_C,0,1
core-00191,Hai Cai,Hai,Cai,C,C,93,42,C_C,0,1
core-00192,Song Long,Song,Long,C,C,94,79,C_C,0,1
core-00193,Hongyan Ma,Hongyan,Ma,C,C,95,16,C_C,0,1
core-00194,Xiaoyu Ding,Xiaoyu,Ding,C,C,96,53,C_C,0,1
core-00195,Jianxin Mo,Jianxin,Mo,C,C,97,90,C_C,0,1
core-00196,Guohua Wei,Guohua,Wei,C,C,98,27,C_C,0,1
core-00197,Han Qiu,Han,Qiu,C,C,99,64,C_C,0,1
core-00198,Jianzhong Wang,Jianzhong,Wang,C,C,100,1,C_C,0,1
core-00199,Chun Peng,Chun,Peng,C,C,101,38,C_C,0,1
core-00200,Zhijun Qi,Zhijun,Qi,C,C,102,75,C_C,0,1
core-00201,Wei Gao,Wei,Gao,C,C,2,23,C_C,0,2
core-00202,Yan Meng,Yan,Meng,C,C,3,60,C_C,0,2
core-00203,Li Yi,Li,Yi,C,C,4,97,C_C,0,2
core-00204,Ying Han,Ying,Han,C,C,5,34,C_C,0,2
core-00205,Hui Qin,Hui,Qin,C,C,6,71,C_C,0,2
core-00206,Lei Wu,Lei,Wu,C,C,7,8,C_C,0,2
core-00207,Hong Tian,Hong,Tian,C,C,8,45,C_C,0,2
core-00208,Yu Shao,Yu,Shao,C,C,9,82,C_C,0,2
core-00209,Min Lin,Min,Lin,C,C,10,19,C_C,0,2
core-00210,Xin Yin,Xin,Yin,C,C,11,56,C_C,0,2
core-00211,Bin Kang,Bin,Kang,C,C,12,93,C_C,0,2
core-00212,Ping Song,Ping,Song,C,C,13,30,C_C,0,2
core-00213,Lin Bai,Lin,Bai,C,C,14,67,C_C,0,2
core-00214,Yong Liu,Yong,Liu,C,C,15,4,C_C,0,2
core-00215,Ming Pan,Ming,Pan,C,C,16,41,C_C,0,2
core-00216,Ling Xiang,Ling,Xiang,C,C,17,78,C_C,0,2
core-00217,Qing He,Qing,He,C,C,18,15,C_C,0,2
core-00218,Peng Jin,Peng,Jin,C,C,19,52,C_C,0,2
core-00219,Qiang Qu,Qiang,Qu,C,C,20,89,C_C,0,2
core-00220,Yun Tang,Yun,Tang,C,C,21,26,C_C,0,2
core-00221,Jin Gu,Jin,Gu,C,C,22,63,C_C,0,2
core-00222,Rong Zhan,Rong,Zhan,C,C,23,100,C_C,0,2
core-00223,Chao Ceng,Chao,Ceng,C,C,24,37,C_C,0,2
core-00224,Gang Xue,Gang,Xue,C,C,25,74,C_C,0,2
core-00225,Yue Zhou,Yue,Zhou,C,C,26,11,C_C,0,2
core-00226,Jianhua Ye,Jianhua,Ye,C,C,27,48,C_C,0,2
core-00227,Xiaoyan Guan,Xiaoyan,Guan,C,C,28,85,C_C,0,2
core-00228,Na Luo,Na,Luo,C,C,29,22,C_C,0,2
core-00229,Liping Fang,Liping,Fang,C,C,30,59,C_C,0,2
core-00230,Mei Ge,Mei,Ge,C,C,31,96,C_C,0,2
core-00231,Ning Deng,Ning,Deng,C,C,32,33,C_C,0,2
core-00232,Zhen Xiong,Zhen,Xiong,C,C,33,70,C_C,0,2
core-00233,Chen Huang,Chen,Huang,C,C,34,7,C_C,0,2
core-00234,Kai Fan,Kai,Fan,C,C,35,44,C_C,0,2
core-00235,Cheng Tao,Cheng,Tao,C,C,36,81,C_C,0,2
core-00236,Xiang Hu,Xiang,Hu,C,C,37,18,C_C,0,2
core-00237,Haiyan Ren,Haiyan,Ren,C,C,38,55,C_C,0,2
core-00238,Jianping Lan,Jianping,Lan,C,C,39,92,C_C,0,2
core-00239,Lihua Xie,Lihua,Xie,C,C,40,29,C_C,0,2
core-00240,Nan Xia,Nan,Xia,C,C,41,66,C_C,0,2
core-00241,Xiaohong Zhang,Xiaohong,Zhang,C,C,42,3,C_C,0,2
core-00242,Zhiqiang Yuan,Zhiqiang,Yuan,C,C,43,40,C_C,0,2
core-00243,Lan Duan,Lan,Duan,C,C,44,77,C_C,0,2
core-00244,Kun Sun,Kun,Sun,C,C,45,14,C_C,0,2
core-00245,Lijun Zhong,Lijun,Zhong,C,C,46,51,C_C,0,2
core-00246,Xiaoli Hong,Xiaoli,Hong,C,C,47,88,C_C,0,2
core-00247,Jianguo Liang,Jianguo,Liang,C,C,48,25,C_C,0,2
core-00248,Jianjun Wen,Jianjun,Wen,C,C,49,62,C_C,0,2
core-00249,Xiaoping Xing,Xiaoping,Xing,C,C,50,99,C_C,0,2
core-00250,Meng Tan,Meng,Tan,C,C,51,36,C_C,0,2
core-00251,Tingting Gong,Tingting,Gong,C,C,52,73,C_C,0,2
core-00252,Lijuan Zhao,Lijuan,Zhao,C,C,53,10,C_C,0,2
core-00253,Shan Fu,Shan,Fu,C,C,54,47,C_C,0,2
core-00254,Zhi Lai,Zhi,Lai,C,C,55,84,C_C,0,2
core-00255,Xiaoling Guo,Xiaoling,Guo,C,C,56,21,C_C,0,2
core-00256,Yuanyuan Liao,Yuanyuan,Liao,C,C,57,58,C_C,0,2
core-00257,Xiaodong Bao,Xiaodong,Bao,C,C,58,95,C_C,0,2
core-00258,Xiaoming Yan,Xiaoming,Yan,C,C,59,32,C_C,0,2
core-00259,Xing Zou,Xing,Zou,C,C,61,69,C_C,0,2
core-00260,Jingjing Yang,Jingjing,Yang,C,C,62,6,C_C,0,2
core-00261,Zhiyong Cheng,Zhiyong,Cheng,C,C,63,43,C_C,0,2
core-00262,Yanping Mao,Yanping,Mao,C,C,64,80,C_C,0,2
core-00263,Xiaohua Yu,Xiaohua,Yu,C,C,65,17,C_C,0,2
core-00264,Xuan Yao,Xuan,Yao,C,C,66,54,C_C,0,2
core-00265,Xiaofeng Kong,Xiaofeng,Kong,C,C,67,91,C_C,0,2
core-00266,Jianming Shi,Jianming,Shi,C,C,68,28,C_C,0,2
core-00267,Weidong Jia,Weidong,Jia,C,C,69,65,C_C,0,2
core-00268,Di Li,Di,Li,C,C,70,2,C_C,0,2
core-00269,Huan Xiao,Huan,Xiao,C,C,71,39,C_C,0,2
core-00270,Xiaojun Lei,Xiaojun,Lei,C,C,72,76,C_C,0,2
core-00271,Shuang Zhu,Shuang,Zhu,C,C,73,13,C_C,0,2
core-00272,Qiong Du,Qiong,Du,C,C,74,50,C_C,0,2
core-00273,Zhigang Qian,Zhigang,Qian,C,C,75,87,C_C,0,2
core-00274,Xiaoying Zheng,Xiaoying,Zheng,C,C,76,24,C_C,0,2
core-00275,Zhiming Dai,Zhiming,Dai,C,C,77,61,C_C,0,2
core-00276,Jianfeng Niu,Jianfeng,Niu,C,C,78,98,C_C,0,2
core-00277,Xiaomei Cao,Xiaomei,Cao,C,C,79,35,C_C,0,2
core-00278,Xiaohui Ji,Xiaohui,Ji,C,C,80,72,C_C,0,2
core-00279,Hongmei Xu,Hongmei,Xu,C,C,81,9,C_C,0,2
core-00280,Zhiwei Dong,Zhiwei,Dong,C,C,82,46,C_C,0,2
core-00281,Xuemei Hao,Xuemei,Hao,C,C,83,83,C_C,0,2
core-00282,Long Jiang,Long,Jiang,C,C,84,20,C_C,0,2
core-00283,Chunyan Cui,Chunyan,Cui,C,C,85,57,C_C,0,2
core-00284,Weiwei Chang,Weiwei,Chang,C,C,86,94,C_C,0,2
core-00285,Hongwei Feng,Hongwei,Feng,C,C,87,31,C_C,0,2
core-00286,Dongmei Hou,Dongmei,Hou,C,C,88,68,C_C,0,2
core-00287,Shu Chen,Shu,Chen,C,C,89,5,C_C,0,2
core-00288,Jinhua Cai,Jinhua,Cai,C,C,90,42,C_C,0,2
core-00289,Zhihua Long,Zhihua,Long,C,C,91,79,C_C,0,2
core-00290,Guoqiang Ma,Guoqiang,Ma,C,C,92,16,C_C,0,2
core-00291,Hai Ding,Hai,Ding,C,C,93,53,C_C,0,2
core-00292,Song Mo,Song,Mo,C,C,94,90,C_C,0,2
core-00293,Hongyan Wei,Hongyan,Wei,C,C,95,27,C_C,0,2
core-00294,Xiaoyu Qiu,Xiaoyu,Qiu,C,C,96,64,C_C,0,2
core-00295,Jianxin Wang,Jianxin,Wang,C,C,97,1,C_C,0,2
core-00296,Guohua Peng,Guohua,Peng,C,C,98,38,C_C,0,2
core-00297,Han Qi,Han,Qi,C,C,99,75,C_C,0,2
core-00298,Jianzhong Lu,Jianzhong,Lu,C,C,100,12,C_C,0,2
core-00299,Chun Su,Chun,Su,C,C,101,49,C_C,0,2
core-00300,Zhijun Wan,Zhijun,Wan,C,C,102,86,C_C,0,2
core-00301,Wei Han,Wei,Han,C,C,2,34,C_C,0,3
core-00302,Yan Qin,Yan,Qin,C,C,3,71,C_C,0,3
core-00303,Li Wu,Li,Wu,C,C,4,8,C_C,0,3
core-00304,Ying Tian,Ying,Tian,C,C,5,45,C_C,0,3
core-00305,Hui Shao,Hui,Shao,C,C,6,82,C_C,0,3
core-00306,Lei Lin,Lei,Lin,C,C,7,19,C_C,0,3
core-00307,Hong Yin,Hong,Yin,C,C,8,56,C_C,0,3
core-00308,Yu Kang,Yu,Kang,C,C,9,93,C_C,0,3
core-00309,Min Song,Min,Song,C,C,10,30,C_C,0,3
core-00310,Xin Bai,Xin,Bai,C,C,11,67,C_C,0,3
core-00311,Bin Liu,Bin,Liu,C,C,12,4,C_C,0,3
core-00312,Ping Pan,Ping,Pan,C,C,13,41,C_C,0,3
core-00313,Lin Xiang,Lin,Xiang,C,C,14,78,C_C,0,3
core-00314,Yong He,Yong,He,C,C,15,15,C_C,0,3
core-00315,Ming Jin,Ming,Jin,C,C,16,52,C_C,0,3
core-00316,Ling Qu,Ling,Qu,C,C,17,89,C_C,0,3
core-00317,Qing Tang,Qing,Tang,C,C,18,26,C_C,0,3
core-00318,Peng Gu,Peng,Gu,C,C,19,63,C_C,0,3
core-00319,Qiang Zhan,Qiang,Zhan,C,C,20,100,C_C,0,3
core-00320,Yun Ceng,Yun,Ceng,C,C,21,37,C_C,0,3
core-00321,Jin Xue,Jin,Xue,C,C,22,74,C_C,0,3
core-00322,Rong Zhou,Rong,Zhou,C,C,23,11,C_C,0,3
core-00323,Chao Ye,Chao,Ye,C,C,24,48,C_C,0,3
core-00324,Gang Guan,Gang,Guan,C,C,25,85,C_C,0,3
core-00325,Yue Luo,Yue,Luo,C,C,26,22,C_C,0,3
core-00326,Jianhua Fang,Jianhua,Fang,C,C,27,59,C_C,0,3
core-00327,Xiaoyan Ge,Xiaoyan,Ge,C,C,28,96,C_C,0,3
core-00328,Na Deng,Na,Deng,C,C,29,33,C_C,0,3
core-00329,Liping Xiong,Liping,Xiong,C,C,30,70,C_C,0,3
core-00330,Mei Huang,Mei,Huang,C,C,31,7,C_C,0,3
core-00331,Ning Fan,Ning,Fan,C,C,32,44,C_C,0,3
core-00332,Zhen Tao,Zhen,Tao,C,C,33,81,C_C,0,3
core-00333,Chen Hu,Chen,Hu,C,C,34,18,C_C,0,3
core-00334,Kai Ren,Kai,Ren,C,C,35,55,C_C,0,3
core-00335,Cheng Lan,Cheng,Lan,C,C,36,92,C_C,0,3
core-00336,Xiang Xie,Xiang,Xie,C,C,37,29,C_C,0,3
core-00337,Haiyan Xia,Haiyan,Xia,C,C,38,66,C_C,0,3
core-00338,Jianping Zhang,Jianping,Zhang,C,C,39,3,C_C,0,3
core-00339,Lihua Yuan,Lihua,Yuan,C,C,40,40,C_C,0,3
core-00340,Nan Duan,Nan,Duan,C,C,41,77,C_C,0,3
core-00341,Xiaohong Sun,Xiaohong,Sun,C,C,42,14,C_C,0,3
core-00342,Zhiqiang Zhong,Zhiqiang,Zhong,C,C,43,51,C_C,0,3
core-00343,Lan Hong,Lan,Hong,C,C,44,88,C_C,0,3
core-00344,Kun Liang,Kun,Liang,C,C,45,25,C_C,0,3
core-00345,Lijun Wen,Lijun,Wen,C,C,46,62,C_C,0,3
core-00346,Xiaoli Xing,Xiaoli,Xing,C,C,47,99,C_C,0,3
core-00347,Jianguo Tan,Jianguo,Tan,C,C,48,36,C_C,0,3
core-00348,Jianjun Gong,Jianjun,Gong,C,C,49,73,C_C,0,3
core-00349,Xiaoping Zhao,Xiaoping,Zhao,C,C,50,10,C_C,0,3
core-00350,Meng Fu,Meng,Fu,C,C,51,47,C_C,0,3
core-00351,Tingting Lai,Tingting,Lai,C,C,52,84,C_C,0,3
core-00352,Lijuan Guo,Lijuan,Guo,C,C,53,21,C_C,0,3
core-00353,Shan Liao,Shan,Liao,C,C,54,58,C_C,0,3
core-00354,Zhi Bao,Zhi,Bao,C,C,55,95,C_C,0,3
core-00355,Xiaoling Yan,Xiaoling,Yan,C,C,56,32,C_C,0,3
core-00356,Yuanyuan Zou,Yuanyuan,Zou,C,C,57,69,C_C,0,3
core-00357,Xiaodong Yang,Xiaodong,Yang,C,C,58,6,C_C,0,3
core-00358,Xiaoming Cheng,Xiaoming,Cheng,C,C,59,43,C_C,0,3
core-00359,Xing Mao,Xing,Mao,C,C,61,80,C_C,0,3
core-00360,Jingjing Yu,Jingjing,Yu,C,C,62,17,C_C,0,3
core-00361,Zhiyong Yao,Zhiyong,Yao,C,C,63,54,C_C,0,3
core-00362,Yanping Kong,Yanping,Kong,C,C,64,91,C_C,0,3
